day,status,count
2010-12-10T22:09:08.216000+00:00,Reopened,5
2010-12-10T22:09:08.216000+00:00,Closed,523
2010-12-10T22:09:08.216000+00:00,Open,149
2010-12-11T22:09:08.216000+00:00,Resolved,24
2010-12-11T22:09:08.216000+00:00,In Progress,0
2010-12-11T22:09:08.216000+00:00,Patch Available,7
2010-12-11T22:09:08.216000+00:00,Reopened,5
2010-12-11T22:09:08.216000+00:00,Closed,523
2010-12-11T22:09:08.216000+00:00,Open,149
2010-12-12T22:09:08.216000+00:00,Resolved,24
2010-12-12T22:09:08.216000+00:00,In Progress,0
2010-12-12T22:09:08.216000+00:00,Patch Available,8
2010-12-12T22:09:08.216000+00:00,Reopened,5
2010-12-12T22:09:08.216000+00:00,Closed,523
2010-12-12T22:09:08.216000+00:00,Open,149
2010-12-13T22:09:08.216000+00:00,Resolved,25
2010-12-13T22:09:08.216000+00:00,In Progress,0
2010-12-13T22:09:08.216000+00:00,Patch Available,8
2010-12-13T22:09:08.216000+00:00,Reopened,5
2010-12-13T22:09:08.216000+00:00,Closed,523
2010-12-13T22:09:08.216000+00:00,Open,149
2010-12-14T22:09:08.216000+00:00,Resolved,25
2010-12-14T22:09:08.216000+00:00,In Progress,0
2010-12-14T22:09:08.216000+00:00,Patch Available,9
2010-12-14T22:09:08.216000+00:00,Reopened,5
2010-12-14T22:09:08.216000+00:00,Closed,523
2010-12-14T22:09:08.216000+00:00,Open,148
2010-12-15T22:09:08.216000+00:00,Resolved,26
2010-12-15T22:09:08.216000+00:00,In Progress,0
2010-12-15T22:09:08.216000+00:00,Patch Available,9
2010-12-15T22:09:08.216000+00:00,Reopened,5
2010-12-15T22:09:08.216000+00:00,Closed,523
2010-12-15T22:09:08.216000+00:00,Open,149
2010-12-16T22:09:08.216000+00:00,Resolved,33
2010-12-16T22:09:08.216000+00:00,In Progress,0
2010-12-16T22:09:08.216000+00:00,Patch Available,8
2010-12-16T22:09:08.216000+00:00,Reopened,5
2010-12-16T22:09:08.216000+00:00,Closed,523
2010-12-16T22:09:08.216000+00:00,Open,143
2010-12-17T22:09:08.216000+00:00,Resolved,33
2010-12-17T22:09:08.216000+00:00,In Progress,0
2010-12-17T22:09:08.216000+00:00,Patch Available,8
2010-12-17T22:09:08.216000+00:00,Reopened,5
2010-12-17T22:09:08.216000+00:00,Closed,523
2010-12-17T22:09:08.216000+00:00,Open,146
2010-12-18T22:09:08.216000+00:00,Resolved,33
2010-12-18T22:09:08.216000+00:00,In Progress,0
2010-12-18T22:09:08.216000+00:00,Patch Available,8
2010-12-18T22:09:08.216000+00:00,Reopened,5
2010-12-18T22:09:08.216000+00:00,Closed,523
2010-12-18T22:09:08.216000+00:00,Open,146
2010-12-19T22:09:08.216000+00:00,Resolved,33
2010-12-19T22:09:08.216000+00:00,In Progress,0
2010-12-19T22:09:08.216000+00:00,Patch Available,8
2010-12-19T22:09:08.216000+00:00,Reopened,5
2010-12-19T22:09:08.216000+00:00,Closed,523
2010-12-19T22:09:08.216000+00:00,Open,146
2010-12-20T22:09:08.216000+00:00,Resolved,33
2010-12-20T22:09:08.216000+00:00,In Progress,0
2010-12-20T22:09:08.216000+00:00,Patch Available,8
2010-12-20T22:09:08.216000+00:00,Reopened,5
2010-12-20T22:09:08.216000+00:00,Closed,523
2010-12-20T22:09:08.216000+00:00,Open,146
2010-12-21T22:09:08.216000+00:00,Resolved,33
2010-12-21T22:09:08.216000+00:00,In Progress,0
2010-12-21T22:09:08.216000+00:00,Patch Available,8
2010-12-21T22:09:08.216000+00:00,Reopened,5
2010-12-21T22:09:08.216000+00:00,Closed,523
2010-12-21T22:09:08.216000+00:00,Open,147
2010-12-22T22:09:08.216000+00:00,Resolved,33
2010-12-22T22:09:08.216000+00:00,In Progress,0
2010-12-22T22:09:08.216000+00:00,Patch Available,8
2010-12-22T22:09:08.216000+00:00,Reopened,5
2010-12-22T22:09:08.216000+00:00,Closed,523
2010-12-22T22:09:08.216000+00:00,Open,147
2010-12-23T22:09:08.216000+00:00,Resolved,33
2010-12-23T22:09:08.216000+00:00,In Progress,0
2010-12-23T22:09:08.216000+00:00,Patch Available,10
2010-12-23T22:09:08.216000+00:00,Reopened,5
2010-12-23T22:09:08.216000+00:00,Closed,523
2010-12-23T22:09:08.216000+00:00,Open,147
2010-12-24T22:09:08.216000+00:00,Resolved,33
2010-12-24T22:09:08.216000+00:00,In Progress,0
2010-12-24T22:09:08.216000+00:00,Patch Available,10
2010-12-24T22:09:08.216000+00:00,Reopened,5
2010-12-24T22:09:08.216000+00:00,Closed,523
2010-12-24T22:09:08.216000+00:00,Open,147
2010-12-25T22:09:08.216000+00:00,Resolved,33
2010-12-25T22:09:08.216000+00:00,In Progress,0
2010-12-25T22:09:08.216000+00:00,Patch Available,10
2010-12-25T22:09:08.216000+00:00,Reopened,5
2010-12-25T22:09:08.216000+00:00,Closed,523
2010-12-25T22:09:08.216000+00:00,Open,147
2010-12-26T22:09:08.216000+00:00,Resolved,33
2010-12-26T22:09:08.216000+00:00,In Progress,0
2010-12-26T22:09:08.216000+00:00,Patch Available,10
2010-12-26T22:09:08.216000+00:00,Reopened,5
2010-12-26T22:09:08.216000+00:00,Closed,523
2010-12-26T22:09:08.216000+00:00,Open,147
2010-12-27T22:09:08.216000+00:00,Resolved,33
2010-12-27T22:09:08.216000+00:00,In Progress,0
2010-12-27T22:09:08.216000+00:00,Patch Available,10
2010-12-27T22:09:08.216000+00:00,Reopened,5
2010-12-27T22:09:08.216000+00:00,Closed,523
2010-12-27T22:09:08.216000+00:00,Open,147
2010-12-28T22:09:08.216000+00:00,Resolved,33
2010-12-28T22:09:08.216000+00:00,In Progress,0
2010-12-28T22:09:08.216000+00:00,Patch Available,10
2010-12-28T22:09:08.216000+00:00,Reopened,5
2010-12-28T22:09:08.216000+00:00,Closed,523
2010-12-28T22:09:08.216000+00:00,Open,148
2010-12-29T22:09:08.216000+00:00,Resolved,35
2010-12-29T22:09:08.216000+00:00,In Progress,0
2010-12-29T22:09:08.216000+00:00,Patch Available,9
2010-12-29T22:09:08.216000+00:00,Reopened,5
2010-12-29T22:09:08.216000+00:00,Closed,523
2010-12-29T22:09:08.216000+00:00,Open,148
2010-12-30T22:09:08.216000+00:00,Resolved,35
2010-12-30T22:09:08.216000+00:00,In Progress,0
2010-12-30T22:09:08.216000+00:00,Patch Available,9
2010-12-30T22:09:08.216000+00:00,Reopened,5
2010-12-30T22:09:08.216000+00:00,Closed,523
2010-12-30T22:09:08.216000+00:00,Open,149
2010-12-31T22:09:08.216000+00:00,Resolved,35
2010-12-31T22:09:08.216000+00:00,In Progress,0
2010-12-31T22:09:08.216000+00:00,Patch Available,9
2010-12-31T22:09:08.216000+00:00,Reopened,5
2010-12-31T22:09:08.216000+00:00,Closed,523
2010-12-31T22:09:08.216000+00:00,Open,149
2011-01-01T22:09:08.216000+00:00,Resolved,35
2011-01-01T22:09:08.216000+00:00,In Progress,0
2011-01-01T22:09:08.216000+00:00,Patch Available,9
2011-01-01T22:09:08.216000+00:00,Reopened,5
2011-01-01T22:09:08.216000+00:00,Closed,523
2011-01-01T22:09:08.216000+00:00,Open,149
2011-01-02T22:09:08.216000+00:00,Resolved,35
2011-01-02T22:09:08.216000+00:00,In Progress,0
2011-01-02T22:09:08.216000+00:00,Patch Available,9
2011-01-02T22:09:08.216000+00:00,Reopened,5
2011-01-02T22:09:08.216000+00:00,Closed,523
2011-01-02T22:09:08.216000+00:00,Open,150
2011-01-03T22:09:08.216000+00:00,Resolved,35
2011-01-03T22:09:08.216000+00:00,In Progress,0
2011-01-03T22:09:08.216000+00:00,Patch Available,10
2011-01-03T22:09:08.216000+00:00,Reopened,5
2011-01-03T22:09:08.216000+00:00,Closed,523
2011-01-03T22:09:08.216000+00:00,Open,150
2011-01-04T22:09:08.216000+00:00,Resolved,36
2011-01-04T22:09:08.216000+00:00,In Progress,0
2011-01-04T22:09:08.216000+00:00,Patch Available,12
2011-01-04T22:09:08.216000+00:00,Reopened,5
2011-01-04T22:09:08.216000+00:00,Closed,523
2011-01-04T22:09:08.216000+00:00,Open,147
2011-01-05T22:09:08.216000+00:00,Resolved,37
2011-01-05T22:09:08.216000+00:00,In Progress,0
2011-01-05T22:09:08.216000+00:00,Patch Available,12
2011-01-05T22:09:08.216000+00:00,Reopened,5
2011-01-05T22:09:08.216000+00:00,Closed,523
2011-01-05T22:09:08.216000+00:00,Open,149
2011-01-06T22:09:08.216000+00:00,Resolved,37
2011-01-06T22:09:08.216000+00:00,In Progress,0
2011-01-06T22:09:08.216000+00:00,Patch Available,12
2011-01-06T22:09:08.216000+00:00,Reopened,5
2011-01-06T22:09:08.216000+00:00,Closed,523
2011-01-06T22:09:08.216000+00:00,Open,149
2011-01-07T22:09:08.216000+00:00,Resolved,43
2011-01-07T22:09:08.216000+00:00,In Progress,0
2011-01-07T22:09:08.216000+00:00,Patch Available,8
2011-01-07T22:09:08.216000+00:00,Reopened,5
2011-01-07T22:09:08.216000+00:00,Closed,523
2011-01-07T22:09:08.216000+00:00,Open,147
2011-01-08T22:09:08.216000+00:00,Resolved,43
2011-01-08T22:09:08.216000+00:00,In Progress,0
2011-01-08T22:09:08.216000+00:00,Patch Available,8
2011-01-08T22:09:08.216000+00:00,Reopened,5
2011-01-08T22:09:08.216000+00:00,Closed,523
2011-01-08T22:09:08.216000+00:00,Open,149
2011-01-09T22:09:08.216000+00:00,Resolved,43
2011-01-09T22:09:08.216000+00:00,In Progress,0
2011-01-09T22:09:08.216000+00:00,Patch Available,8
2011-01-09T22:09:08.216000+00:00,Reopened,5
2011-01-09T22:09:08.216000+00:00,Closed,523
2011-01-09T22:09:08.216000+00:00,Open,149
2011-01-10T22:09:08.216000+00:00,Resolved,43
2011-01-10T22:09:08.216000+00:00,In Progress,0
2011-01-10T22:09:08.216000+00:00,Patch Available,9
2011-01-10T22:09:08.216000+00:00,Reopened,5
2011-01-10T22:09:08.216000+00:00,Closed,523
2011-01-10T22:09:08.216000+00:00,Open,149
2011-01-11T22:09:08.216000+00:00,Resolved,49
2011-01-11T22:09:08.216000+00:00,In Progress,0
2011-01-11T22:09:08.216000+00:00,Patch Available,8
2011-01-11T22:09:08.216000+00:00,Reopened,4
2011-01-11T22:09:08.216000+00:00,Closed,523
2011-01-11T22:09:08.216000+00:00,Open,146
2011-01-12T22:09:08.216000+00:00,Resolved,51
2011-01-12T22:09:08.216000+00:00,In Progress,0
2011-01-12T22:09:08.216000+00:00,Patch Available,8
2011-01-12T22:09:08.216000+00:00,Reopened,4
2011-01-12T22:09:08.216000+00:00,Closed,523
2011-01-12T22:09:08.216000+00:00,Open,144
2011-01-13T22:09:08.216000+00:00,Resolved,51
2011-01-13T22:09:08.216000+00:00,In Progress,0
2011-01-13T22:09:08.216000+00:00,Patch Available,8
2011-01-13T22:09:08.216000+00:00,Reopened,4
2011-01-13T22:09:08.216000+00:00,Closed,523
2011-01-13T22:09:08.216000+00:00,Open,145
2011-01-14T22:09:08.216000+00:00,Resolved,54
2011-01-14T22:09:08.216000+00:00,In Progress,0
2011-01-14T22:09:08.216000+00:00,Patch Available,8
2011-01-14T22:09:08.216000+00:00,Reopened,4
2011-01-14T22:09:08.216000+00:00,Closed,523
2011-01-14T22:09:08.216000+00:00,Open,145
2011-01-15T22:09:08.216000+00:00,Resolved,54
2011-01-15T22:09:08.216000+00:00,In Progress,0
2011-01-15T22:09:08.216000+00:00,Patch Available,8
2011-01-15T22:09:08.216000+00:00,Reopened,4
2011-01-15T22:09:08.216000+00:00,Closed,523
2011-01-15T22:09:08.216000+00:00,Open,145
2011-01-16T22:09:08.216000+00:00,Resolved,54
2011-01-16T22:09:08.216000+00:00,In Progress,0
2011-01-16T22:09:08.216000+00:00,Patch Available,8
2011-01-16T22:09:08.216000+00:00,Reopened,4
2011-01-16T22:09:08.216000+00:00,Closed,523
2011-01-16T22:09:08.216000+00:00,Open,145
2011-01-17T22:09:08.216000+00:00,Resolved,55
2011-01-17T22:09:08.216000+00:00,In Progress,0
2011-01-17T22:09:08.216000+00:00,Patch Available,7
2011-01-17T22:09:08.216000+00:00,Reopened,4
2011-01-17T22:09:08.216000+00:00,Closed,523
2011-01-17T22:09:08.216000+00:00,Open,145
2011-01-18T22:09:08.216000+00:00,Resolved,55
2011-01-18T22:09:08.216000+00:00,In Progress,1
2011-01-18T22:09:08.216000+00:00,Patch Available,7
2011-01-18T22:09:08.216000+00:00,Reopened,4
2011-01-18T22:09:08.216000+00:00,Closed,523
2011-01-18T22:09:08.216000+00:00,Open,146
2011-01-19T22:09:08.216000+00:00,Resolved,55
2011-01-19T22:09:08.216000+00:00,In Progress,1
2011-01-19T22:09:08.216000+00:00,Patch Available,7
2011-01-19T22:09:08.216000+00:00,Reopened,4
2011-01-19T22:09:08.216000+00:00,Closed,523
2011-01-19T22:09:08.216000+00:00,Open,147
2011-01-20T22:09:08.216000+00:00,Resolved,56
2011-01-20T22:09:08.216000+00:00,In Progress,1
2011-01-20T22:09:08.216000+00:00,Patch Available,7
2011-01-20T22:09:08.216000+00:00,Reopened,4
2011-01-20T22:09:08.216000+00:00,Closed,523
2011-01-20T22:09:08.216000+00:00,Open,148
2011-01-21T22:09:08.216000+00:00,Resolved,56
2011-01-21T22:09:08.216000+00:00,In Progress,1
2011-01-21T22:09:08.216000+00:00,Patch Available,7
2011-01-21T22:09:08.216000+00:00,Reopened,4
2011-01-21T22:09:08.216000+00:00,Closed,523
2011-01-21T22:09:08.216000+00:00,Open,149
2011-01-22T22:09:08.216000+00:00,Resolved,56
2011-01-22T22:09:08.216000+00:00,In Progress,1
2011-01-22T22:09:08.216000+00:00,Patch Available,8
2011-01-22T22:09:08.216000+00:00,Reopened,4
2011-01-22T22:09:08.216000+00:00,Closed,523
2011-01-22T22:09:08.216000+00:00,Open,149
2011-01-23T22:09:08.216000+00:00,Resolved,56
2011-01-23T22:09:08.216000+00:00,In Progress,0
2011-01-23T22:09:08.216000+00:00,Patch Available,9
2011-01-23T22:09:08.216000+00:00,Reopened,4
2011-01-23T22:09:08.216000+00:00,Closed,523
2011-01-23T22:09:08.216000+00:00,Open,149
2011-01-24T22:09:08.216000+00:00,Resolved,59
2011-01-24T22:09:08.216000+00:00,In Progress,0
2011-01-24T22:09:08.216000+00:00,Patch Available,9
2011-01-24T22:09:08.216000+00:00,Reopened,4
2011-01-24T22:09:08.216000+00:00,Closed,523
2011-01-24T22:09:08.216000+00:00,Open,150
2011-01-25T22:09:08.216000+00:00,Resolved,59
2011-01-25T22:09:08.216000+00:00,In Progress,0
2011-01-25T22:09:08.216000+00:00,Patch Available,9
2011-01-25T22:09:08.216000+00:00,Reopened,4
2011-01-25T22:09:08.216000+00:00,Closed,523
2011-01-25T22:09:08.216000+00:00,Open,150
2011-01-26T22:09:08.216000+00:00,Resolved,60
2011-01-26T22:09:08.216000+00:00,In Progress,0
2011-01-26T22:09:08.216000+00:00,Patch Available,9
2011-01-26T22:09:08.216000+00:00,Reopened,4
2011-01-26T22:09:08.216000+00:00,Closed,523
2011-01-26T22:09:08.216000+00:00,Open,149
2011-01-27T22:09:08.216000+00:00,Resolved,60
2011-01-27T22:09:08.216000+00:00,In Progress,0
2011-01-27T22:09:08.216000+00:00,Patch Available,9
2011-01-27T22:09:08.216000+00:00,Reopened,4
2011-01-27T22:09:08.216000+00:00,Closed,523
2011-01-27T22:09:08.216000+00:00,Open,150
2011-01-28T22:09:08.216000+00:00,Resolved,63
2011-01-28T22:09:08.216000+00:00,In Progress,0
2011-01-28T22:09:08.216000+00:00,Patch Available,8
2011-01-28T22:09:08.216000+00:00,Reopened,4
2011-01-28T22:09:08.216000+00:00,Closed,523
2011-01-28T22:09:08.216000+00:00,Open,152
2011-01-29T22:09:08.216000+00:00,Resolved,63
2011-01-29T22:09:08.216000+00:00,In Progress,0
2011-01-29T22:09:08.216000+00:00,Patch Available,8
2011-01-29T22:09:08.216000+00:00,Reopened,4
2011-01-29T22:09:08.216000+00:00,Closed,523
2011-01-29T22:09:08.216000+00:00,Open,152
2011-01-30T22:09:08.216000+00:00,Resolved,64
2011-01-30T22:09:08.216000+00:00,In Progress,0
2011-01-30T22:09:08.216000+00:00,Patch Available,8
2011-01-30T22:09:08.216000+00:00,Reopened,4
2011-01-30T22:09:08.216000+00:00,Closed,523
2011-01-30T22:09:08.216000+00:00,Open,151
2011-01-31T22:09:08.216000+00:00,Resolved,65
2011-01-31T22:09:08.216000+00:00,In Progress,0
2011-01-31T22:09:08.216000+00:00,Patch Available,8
2011-01-31T22:09:08.216000+00:00,Reopened,4
2011-01-31T22:09:08.216000+00:00,Closed,523
2011-01-31T22:09:08.216000+00:00,Open,150
2011-02-01T22:09:08.216000+00:00,Resolved,66
2011-02-01T22:09:08.216000+00:00,In Progress,0
2011-02-01T22:09:08.216000+00:00,Patch Available,8
2011-02-01T22:09:08.216000+00:00,Reopened,4
2011-02-01T22:09:08.216000+00:00,Closed,523
2011-02-01T22:09:08.216000+00:00,Open,154
2011-02-02T22:09:08.216000+00:00,Resolved,66
2011-02-02T22:09:08.216000+00:00,In Progress,0
2011-02-02T22:09:08.216000+00:00,Patch Available,8
2011-02-02T22:09:08.216000+00:00,Reopened,4
2011-02-02T22:09:08.216000+00:00,Closed,523
2011-02-02T22:09:08.216000+00:00,Open,154
2011-02-03T22:09:08.216000+00:00,Resolved,66
2011-02-03T22:09:08.216000+00:00,In Progress,0
2011-02-03T22:09:08.216000+00:00,Patch Available,8
2011-02-03T22:09:08.216000+00:00,Reopened,4
2011-02-03T22:09:08.216000+00:00,Closed,523
2011-02-03T22:09:08.216000+00:00,Open,154
2011-02-04T22:09:08.216000+00:00,Resolved,66
2011-02-04T22:09:08.216000+00:00,In Progress,0
2011-02-04T22:09:08.216000+00:00,Patch Available,8
2011-02-04T22:09:08.216000+00:00,Reopened,4
2011-02-04T22:09:08.216000+00:00,Closed,523
2011-02-04T22:09:08.216000+00:00,Open,155
2011-02-05T22:09:08.216000+00:00,Resolved,66
2011-02-05T22:09:08.216000+00:00,In Progress,0
2011-02-05T22:09:08.216000+00:00,Patch Available,9
2011-02-05T22:09:08.216000+00:00,Reopened,4
2011-02-05T22:09:08.216000+00:00,Closed,523
2011-02-05T22:09:08.216000+00:00,Open,155
2011-02-06T22:09:08.216000+00:00,Resolved,66
2011-02-06T22:09:08.216000+00:00,In Progress,0
2011-02-06T22:09:08.216000+00:00,Patch Available,10
2011-02-06T22:09:08.216000+00:00,Reopened,4
2011-02-06T22:09:08.216000+00:00,Closed,523
2011-02-06T22:09:08.216000+00:00,Open,154
2011-02-07T22:09:08.216000+00:00,Resolved,68
2011-02-07T22:09:08.216000+00:00,In Progress,0
2011-02-07T22:09:08.216000+00:00,Patch Available,8
2011-02-07T22:09:08.216000+00:00,Reopened,4
2011-02-07T22:09:08.216000+00:00,Closed,523
2011-02-07T22:09:08.216000+00:00,Open,154
2011-02-08T22:09:08.216000+00:00,Resolved,68
2011-02-08T22:09:08.216000+00:00,In Progress,0
2011-02-08T22:09:08.216000+00:00,Patch Available,8
2011-02-08T22:09:08.216000+00:00,Reopened,4
2011-02-08T22:09:08.216000+00:00,Closed,523
2011-02-08T22:09:08.216000+00:00,Open,155
2011-02-09T22:09:08.216000+00:00,Resolved,69
2011-02-09T22:09:08.216000+00:00,In Progress,0
2011-02-09T22:09:08.216000+00:00,Patch Available,7
2011-02-09T22:09:08.216000+00:00,Reopened,4
2011-02-09T22:09:08.216000+00:00,Closed,523
2011-02-09T22:09:08.216000+00:00,Open,159
2011-02-10T22:09:08.216000+00:00,Resolved,69
2011-02-10T22:09:08.216000+00:00,In Progress,0
2011-02-10T22:09:08.216000+00:00,Patch Available,7
2011-02-10T22:09:08.216000+00:00,Reopened,4
2011-02-10T22:09:08.216000+00:00,Closed,523
2011-02-10T22:09:08.216000+00:00,Open,159
2011-02-11T22:09:08.216000+00:00,Resolved,69
2011-02-11T22:09:08.216000+00:00,In Progress,0
2011-02-11T22:09:08.216000+00:00,Patch Available,7
2011-02-11T22:09:08.216000+00:00,Reopened,4
2011-02-11T22:09:08.216000+00:00,Closed,523
2011-02-11T22:09:08.216000+00:00,Open,159
2011-02-12T22:09:08.216000+00:00,Resolved,69
2011-02-12T22:09:08.216000+00:00,In Progress,0
2011-02-12T22:09:08.216000+00:00,Patch Available,7
2011-02-12T22:09:08.216000+00:00,Reopened,4
2011-02-12T22:09:08.216000+00:00,Closed,523
2011-02-12T22:09:08.216000+00:00,Open,159
2011-02-13T22:09:08.216000+00:00,Resolved,69
2011-02-13T22:09:08.216000+00:00,In Progress,0
2011-02-13T22:09:08.216000+00:00,Patch Available,7
2011-02-13T22:09:08.216000+00:00,Reopened,4
2011-02-13T22:09:08.216000+00:00,Closed,523
2011-02-13T22:09:08.216000+00:00,Open,160
2011-02-14T22:09:08.216000+00:00,Resolved,70
2011-02-14T22:09:08.216000+00:00,In Progress,0
2011-02-14T22:09:08.216000+00:00,Patch Available,8
2011-02-14T22:09:08.216000+00:00,Reopened,4
2011-02-14T22:09:08.216000+00:00,Closed,523
2011-02-14T22:09:08.216000+00:00,Open,160
2011-02-15T22:09:08.216000+00:00,Resolved,74
2011-02-15T22:09:08.216000+00:00,In Progress,0
2011-02-15T22:09:08.216000+00:00,Patch Available,8
2011-02-15T22:09:08.216000+00:00,Reopened,4
2011-02-15T22:09:08.216000+00:00,Closed,523
2011-02-15T22:09:08.216000+00:00,Open,158
2011-02-16T22:09:08.216000+00:00,Resolved,75
2011-02-16T22:09:08.216000+00:00,In Progress,0
2011-02-16T22:09:08.216000+00:00,Patch Available,9
2011-02-16T22:09:08.216000+00:00,Reopened,4
2011-02-16T22:09:08.216000+00:00,Closed,523
2011-02-16T22:09:08.216000+00:00,Open,156
2011-02-17T22:09:08.216000+00:00,Resolved,75
2011-02-17T22:09:08.216000+00:00,In Progress,0
2011-02-17T22:09:08.216000+00:00,Patch Available,10
2011-02-17T22:09:08.216000+00:00,Reopened,4
2011-02-17T22:09:08.216000+00:00,Closed,523
2011-02-17T22:09:08.216000+00:00,Open,156
2011-02-18T22:09:08.216000+00:00,Resolved,75
2011-02-18T22:09:08.216000+00:00,In Progress,0
2011-02-18T22:09:08.216000+00:00,Patch Available,14
2011-02-18T22:09:08.216000+00:00,Reopened,4
2011-02-18T22:09:08.216000+00:00,Closed,523
2011-02-18T22:09:08.216000+00:00,Open,153
2011-02-19T22:09:08.216000+00:00,Resolved,76
2011-02-19T22:09:08.216000+00:00,In Progress,0
2011-02-19T22:09:08.216000+00:00,Patch Available,13
2011-02-19T22:09:08.216000+00:00,Reopened,4
2011-02-19T22:09:08.216000+00:00,Closed,523
2011-02-19T22:09:08.216000+00:00,Open,153
2011-02-20T22:09:08.216000+00:00,Resolved,77
2011-02-20T22:09:08.216000+00:00,In Progress,0
2011-02-20T22:09:08.216000+00:00,Patch Available,15
2011-02-20T22:09:08.216000+00:00,Reopened,4
2011-02-20T22:09:08.216000+00:00,Closed,523
2011-02-20T22:09:08.216000+00:00,Open,151
2011-02-21T22:09:08.216000+00:00,Resolved,81
2011-02-21T22:09:08.216000+00:00,In Progress,0
2011-02-21T22:09:08.216000+00:00,Patch Available,13
2011-02-21T22:09:08.216000+00:00,Reopened,4
2011-02-21T22:09:08.216000+00:00,Closed,523
2011-02-21T22:09:08.216000+00:00,Open,150
2011-02-22T22:09:08.216000+00:00,Resolved,81
2011-02-22T22:09:08.216000+00:00,In Progress,0
2011-02-22T22:09:08.216000+00:00,Patch Available,13
2011-02-22T22:09:08.216000+00:00,Reopened,4
2011-02-22T22:09:08.216000+00:00,Closed,523
2011-02-22T22:09:08.216000+00:00,Open,151
2011-02-23T22:09:08.216000+00:00,Resolved,81
2011-02-23T22:09:08.216000+00:00,In Progress,0
2011-02-23T22:09:08.216000+00:00,Patch Available,13
2011-02-23T22:09:08.216000+00:00,Reopened,4
2011-02-23T22:09:08.216000+00:00,Closed,523
2011-02-23T22:09:08.216000+00:00,Open,152
2011-02-24T22:09:08.216000+00:00,Resolved,83
2011-02-24T22:09:08.216000+00:00,In Progress,0
2011-02-24T22:09:08.216000+00:00,Patch Available,15
2011-02-24T22:09:08.216000+00:00,Reopened,4
2011-02-24T22:09:08.216000+00:00,Closed,523
2011-02-24T22:09:08.216000+00:00,Open,148
2011-02-25T22:09:08.216000+00:00,Resolved,91
2011-02-25T22:09:08.216000+00:00,In Progress,0
2011-02-25T22:09:08.216000+00:00,Patch Available,8
2011-02-25T22:09:08.216000+00:00,Reopened,4
2011-02-25T22:09:08.216000+00:00,Closed,523
2011-02-25T22:09:08.216000+00:00,Open,147
2011-02-26T22:09:08.216000+00:00,Resolved,92
2011-02-26T22:09:08.216000+00:00,In Progress,0
2011-02-26T22:09:08.216000+00:00,Patch Available,7
2011-02-26T22:09:08.216000+00:00,Reopened,4
2011-02-26T22:09:08.216000+00:00,Closed,523
2011-02-26T22:09:08.216000+00:00,Open,147
2011-02-27T22:09:08.216000+00:00,Resolved,92
2011-02-27T22:09:08.216000+00:00,In Progress,0
2011-02-27T22:09:08.216000+00:00,Patch Available,7
2011-02-27T22:09:08.216000+00:00,Reopened,4
2011-02-27T22:09:08.216000+00:00,Closed,523
2011-02-27T22:09:08.216000+00:00,Open,147
2011-02-28T22:09:08.216000+00:00,Resolved,92
2011-02-28T22:09:08.216000+00:00,In Progress,0
2011-02-28T22:09:08.216000+00:00,Patch Available,7
2011-02-28T22:09:08.216000+00:00,Reopened,4
2011-02-28T22:09:08.216000+00:00,Closed,523
2011-02-28T22:09:08.216000+00:00,Open,147
2011-03-01T22:09:08.216000+00:00,Resolved,92
2011-03-01T22:09:08.216000+00:00,In Progress,0
2011-03-01T22:09:08.216000+00:00,Patch Available,7
2011-03-01T22:09:08.216000+00:00,Reopened,4
2011-03-01T22:09:08.216000+00:00,Closed,523
2011-03-01T22:09:08.216000+00:00,Open,147
2011-03-02T22:09:08.216000+00:00,Resolved,92
2011-03-02T22:09:08.216000+00:00,In Progress,0
2011-03-02T22:09:08.216000+00:00,Patch Available,7
2011-03-02T22:09:08.216000+00:00,Reopened,4
2011-03-02T22:09:08.216000+00:00,Closed,523
2011-03-02T22:09:08.216000+00:00,Open,147
2011-03-03T22:09:08.216000+00:00,Resolved,92
2011-03-03T22:09:08.216000+00:00,In Progress,0
2011-03-03T22:09:08.216000+00:00,Patch Available,7
2011-03-03T22:09:08.216000+00:00,Reopened,4
2011-03-03T22:09:08.216000+00:00,Closed,523
2011-03-03T22:09:08.216000+00:00,Open,147
2011-03-04T22:09:08.216000+00:00,Resolved,92
2011-03-04T22:09:08.216000+00:00,In Progress,0
2011-03-04T22:09:08.216000+00:00,Patch Available,7
2011-03-04T22:09:08.216000+00:00,Reopened,4
2011-03-04T22:09:08.216000+00:00,Closed,523
2011-03-04T22:09:08.216000+00:00,Open,147
2011-03-05T22:09:08.216000+00:00,Resolved,92
2011-03-05T22:09:08.216000+00:00,In Progress,0
2011-03-05T22:09:08.216000+00:00,Patch Available,8
2011-03-05T22:09:08.216000+00:00,Reopened,4
2011-03-05T22:09:08.216000+00:00,Closed,523
2011-03-05T22:09:08.216000+00:00,Open,147
2011-03-06T22:09:08.216000+00:00,Resolved,92
2011-03-06T22:09:08.216000+00:00,In Progress,0
2011-03-06T22:09:08.216000+00:00,Patch Available,8
2011-03-06T22:09:08.216000+00:00,Reopened,4
2011-03-06T22:09:08.216000+00:00,Closed,523
2011-03-06T22:09:08.216000+00:00,Open,147
2011-03-07T22:09:08.216000+00:00,Resolved,93
2011-03-07T22:09:08.216000+00:00,In Progress,0
2011-03-07T22:09:08.216000+00:00,Patch Available,8
2011-03-07T22:09:08.216000+00:00,Reopened,4
2011-03-07T22:09:08.216000+00:00,Closed,523
